    11.40  42.35    0    3  0.00000E+00  0.41445E+07 5523
    14.70  38.15    0    8  0.00000E+00  0.47211E+07 5524
    18.40  39.75    0    3  0.00000E+00  0.52687E+07 5525
    14.30  40.55    0    4  0.00000E+00  0.52639E+07 5526
    17.00  39.55    0    5  0.00000E+00  0.49879E+07 5527
    17.80  40.75    0   10  0.00000E+00  0.46598E+07 5528
    13.90  40.75    0    5  0.00000E+00  0.48031E+07 5529
    13.90  41.05    0   15  0.00000E+00  0.45950E+07 5530
    13.60  38.05    1    8  0.77210E+07  0.48256E+07 5531
    14.90  40.25    0    5  0.00000E+00  0.47008E+07 5532
    12.90  38.05    2   11  0.53144E+07  0.48313E+07 5533
    8.70  40.95    0    4  0.00000E+00  0.42208E+07 5534
    10.40  43.35    0    1  0.00000E+00  0.63890E+07 5535
    10.90  42.75    0    5  0.00000E+00  0.42995E+07 5536
    15.10  38.15    0    4  0.00000E+00  0.51239E+07 5537
    15.10  37.45   10  181  0.62258E+07  0.47296E+07 5538
    16.70  38.85    3   57  0.65311E+07  0.47265E+07 5539
    12.70  44.05    0    6  0.00000E+00  0.46215E+07 5540
    10.50  43.25    0   10  0.00000E+00  0.47165E+07 5541
    14.00  38.05    0    5  0.00000E+00  0.45875E+07 5542
    8.60  44.35    0    3  0.00000E+00  0.52514E+07 5543
    12.40  44.25    0    8  0.00000E+00  0.45586E+07 5544
    12.40  44.25    0    9  0.00000E+00  0.46873E+07 5545
    15.90  39.45    0    6  0.00000E+00  0.48818E+07 5546
    9.30  44.25    0   17  0.00000E+00  0.46827E+07 5547
    12.40  45.25    2   18  0.53311E+07  0.46894E+07 5548
    13.00  38.15    0    8  0.00000E+00  0.44857E+07 5549
    17.20  39.35    0    9  0.00000E+00  0.47756E+07 5550
    13.70  43.35    1   25  0.85388E+07  0.46963E+07 5551
    11.80  42.05    2   32  0.54814E+07  0.47106E+07 5552
