    9.00  38.95    1  0.29216E+05 8710
    12.60  45.45    1  0.31765E+05 8711
    9.20  39.15    6  0.23800E+05 8712
    9.30  44.25    3  0.29532E+05 8713
    12.30  44.45    8  0.24897E+05 8714
    9.10  44.35    2  0.19407E+05 8715
    15.60  38.05    8  0.26466E+05 8716
    12.70  44.05    4  0.24372E+05 8717
    12.60  44.05    7  0.27301E+05 8718
    16.40  38.25    1  0.27089E+05 8722
    13.50  45.55    2  0.22318E+05 8724
    14.10  42.65    3  0.25724E+05 8725
    10.40  43.35    4  0.22989E+05 8726
    12.40  45.05    1  0.26218E+05 8727
    18.30  40.45    6  0.27085E+05 8728
    13.10  41.15    1  0.26221E+05 8729
    10.50  43.05    1  0.28027E+05 8734
    16.20  38.85    6  0.23725E+05 8739
    15.40  37.95    1  0.35657E+05 8741
    12.90  41.35    3  0.21506E+05 8742
    13.90  42.95    5  0.23270E+05 8743
    7.80  43.75    5  0.25948E+05 8744
    8.50  39.05    2  0.21780E+05 8745
    11.80  42.05    2  0.30640E+05 8746
    14.60  38.15    2  0.23933E+05 8747
    15.60  40.05    1  0.28218E+05 8748
    8.50  44.25    5  0.26747E+05 8750
    15.80  39.75    2  0.20283E+05 8751
    13.10  37.45    4  0.26576E+05 8752
    12.80  37.55    3  0.29588E+05 8754
    13.20  43.75    4  0.27922E+05 8755
    9.40  44.25    2  0.31440E+05 8756
    16.30  38.25    2  0.30612E+05 8757
    14.20  42.55    2  0.27565E+05 8758
    8.50  40.85    2  0.26273E+05 8760
    16.60  38.65    1  0.36898E+05 8761
    7.90  43.75    2  0.25668E+05 8765
    12.60  44.95    1  0.33316E+05 8766
    15.30  37.85    2  0.20803E+05 8767
    17.20  40.45    8  0.26843E+05 8768
    13.70  38.05    3  0.27582E+05 8770
    15.00  42.05    4  0.23087E+05 8771
    10.20  43.65    6  0.26125E+05 8772
    14.40  40.75    4  0.27674E+05 8774
    17.50  40.85    4  0.25588E+05 8775
    14.40  40.75    6  0.26110E+05 8776
    15.60  41.95    2  0.28083E+05 8777
    9.70  39.95    2  0.20261E+05 8778
    14.00  42.85    1  0.37986E+05 8779
    13.70  38.05    1  0.36670E+05 8780
    16.40  41.35    5  0.24764E+05 8781
    12.50  38.05    6  0.23676E+05 8782
    16.60  39.85    1  0.36078E+05 8783
    15.20  37.55    3  0.23191E+05 8784
    18.40  39.95    2  0.30275E+05 8785
    13.60  45.55    9  0.24410E+05 8786
    16.10  41.45    2  0.25840E+05 8787
    15.90  38.75    1  0.27221E+05 8788
    8.50  44.25    1  0.33238E+05 8789
    8.60  44.35    2  0.24745E+05 8790
    14.80  42.15    4  0.26108E+05 8791
    12.40  45.35    9  0.27003E+05 8792
    7.60  43.75    3  0.26295E+05 8793
    10.20  43.85    5  0.27109E+05 8794
    16.00  41.95    1  0.31464E+05 8795
    14.40  40.65    3  0.22712E+05 8796
    14.80  40.65    1  0.32609E+05 8798
    15.60  38.35    2  0.24699E+05 8799
    15.40  38.25    1  0.34731E+05 8800
    35.60  34.05   17  0.25147E+05 8803
    35.60  34.15    8  0.26932E+05 8804
    35.40  33.65   11  0.25885E+05 8805
    35.40  33.75    3  0.26795E+05 8806
    35.40  33.75    6  0.26420E+05 8807
    35.60  34.05    7  0.25857E+05 8808
    35.60  34.05   22  0.25546E+05 8809
    35.50  33.95   50  0.25682E+05 8810
    35.30  33.55   20  0.25282E+05 8811
    35.20  33.35   15  0.26266E+05 8812
    35.20  33.35   12  0.25080E+05 8813
    35.60  34.25    6  0.26420E+05 8814
    35.70  34.35    4  0.24779E+05 8815
    35.70  34.35    4  0.26117E+05 8816
    35.80  34.45   30  0.26057E+05 8817
    35.90  34.55   15  0.25523E+05 8818
    35.60  34.15    8  0.24403E+05 8819
    35.50  33.95   11  0.26015E+05 8820
    35.50  33.95   13  0.24958E+05 8821
    35.50  33.95   10  0.26798E+05 8822
    35.50  33.95    1  0.31230E+05 8823
    35.50  33.95    9  0.24708E+05 8824
    35.50  33.95   17  0.26045E+05 8825
    35.50  33.95   12  0.25080E+05 8826
    35.50  33.95    7  0.26069E+05 8827
    35.50  33.95    2  0.26650E+05 8828
    35.50  33.95    3  0.28949E+05 8829
    35.50  33.95    4  0.23565E+05 8830
    13.20  32.95   52  0.25501E+05 8831
    20.00  32.15   12  0.25733E+05 8835
    20.80  32.65    8  0.26055E+05 8837
    20.80  32.65    8  0.24329E+05 8838
    24.00  32.15   13  0.25608E+05 8839
    21.70  32.95   17  0.25802E+05 8840
    22.70  32.75   11  0.25266E+05 8841
    22.00  32.95    2  0.31973E+05 8842
    22.80  32.75    2  0.29686E+05 8843
    23.10  32.35    1  0.36117E+05 8844
    15.30  32.35   18  0.25441E+05 8845
    15.30  32.35   18  0.25441E+05 8846
    14.10  32.75    8  0.26382E+05 8847
    14.30  32.65   16  0.25358E+05 8848
    14.50  32.55   18  0.25407E+05 8849
    16.60  31.25   13  0.26274E+05 8850
    19.80  30.65   14  0.24840E+05 8851
    12.70  32.85   16  0.25265E+05 8852
    12.50  32.85   12  0.25950E+05 8853
    12.60  32.85    6  0.23979E+05 8855
    19.20  30.35    4  0.28368E+05 8856
    14.50  35.75    2  0.25278E+05 8858
    -3.90  35.25   11  0.24998E+05 8892
    -4.40  35.25    4  0.23550E+05 8893
    -3.80  35.25   24  0.26246E+05 8894
    -3.90  35.25    1  0.31024E+05 8895
    -2.30  35.15   13  0.25354E+05 8896
    -2.40  35.15    1  0.29483E+05 8897
    -2.30  35.15    1  0.31138E+05 8898
    -2.10  35.15    6  0.23626E+05 8899
    -4.90  35.35    8  0.24668E+05 8900
    -2.90  35.25   20  0.25638E+05 8901
    -3.50  35.25    3  0.28865E+05 8902
    -2.70  35.15    8  0.26892E+05 8903
    -2.60  35.15    7  0.27274E+05 8904
    -2.90  35.35    4  0.22592E+05 8905
    -4.90  35.35    2  0.20700E+05 8906
    -2.00  35.15   24  0.25732E+05 8907
    -5.60  35.85    2  0.20544E+05 8909
    -5.80  35.85   30  0.25453E+05 8910
    -5.30  35.85   11  0.24564E+05 8911
    -5.20  35.65    9  0.25091E+05 8912
    -5.20  35.55   25  0.26093E+05 8913
    7.50  43.75    4  0.25507E+05 8914
    7.50  43.75    4  0.25507E+05 8915
    18.50  42.35    7  0.26675E+05 8916
    18.50  42.35    6  0.25908E+05 8917
    18.60  42.35    3  0.25877E+05 8918
    19.10  42.05    9  0.24823E+05 8919
    19.20  41.85    6  0.23712E+05 8921
